Cat #,Suffix,SITE,Period,Form,FormAssessment,Shape,Group,RimDiameter,MunsellPaste,PasteColor,Pocking,HCL,TemperReg,Temper%,Firing,Surface,Design,WallThick,Freq,Weight,Volume,Comments,Assessment,CeramicForm,MunsellSlipColor,Slip,RimShape,Sherds,Page,LevelStratum,Year,Episode
18358,E,272025,LC,54,,N/A,,N/A,7.5YR8/4,pink,3,2,1,1,2,00,00,8.5,1,8.9,,,,,,,,,,,,
18358,K,272025,PC,54,,N/A,,N/A,10YR8/2,very pale brown,2,2,1,1,2,13,00,6.7,1,18.4,,,,,,,,,,,,
18358,G,272025,LC,54,,N/A,,N/A,10YR4/2,dark grayish brown,2,1,1,1,2,12,00,8,1,17.2,,,,,,,,,,,,
18358,N,272025,LC,54,,N/A,,N/A,7.5YR6/6,reddish yellow,3,2,1,1,2,00,00,7.6,1,14.7,,,,,,,,,,,,
18358,B,272025,LC,72,,1315,PG2,20,7.5YR6/6,reddish yellow,3,0,1,1,1,00,00,7.8,1,21.9,,,,,,,,,,,,
18358,BD,272025,LC,72,,1378,,18,7.5YR7/6,reddish yellow,3,1,1,1,2,13,00,7.3,1,15.2,,,,,,,,,,,,
18358,D,272025,LC,72,,1309,PG2,18,10YR6/3,pale brown,3,0,1,1,2,00,00,8.2,1,26,,,,,,,,,,,,
18358,V,272025,LC,72,,1315,PG2,16,10YR7/4,very pale brown,3,1,1,1,2,13,00,6.4,1,7.7,,,,,,,,,,,,
18358,BH,272025,LC,72,,1315,PG2,18,7.5YR6/6,reddish yellow,3,2,1,1,2,13,00,5.7,1,7,,,,,,,,,,,,
18358,BL,272025,LC,78,,1027,,16,10YR7/4,very pale brown,3,1,1,1,1,13,00,6.2,1,9.4,,,,,,,,,,,,
18358,AJ,272025,LC,78,,671,,16,5YR5/6,red,9,1,1,1,2,13,00,6.4,1,4.1,,,,,,,,,,,,
18358,AW,272025,LC,78,,1018,,16,10YR5/3,brown,3,0,1,1,1,00,00,6.3,1,7.4,,,,,,,,,,,,
18358,AI,272025,LC,78,,640,,22,10YR7/3,very pale brown,3,2,1,1,2,00,00,7.4,1,8.4,,,,,,,,,,,,
18358,U,272025,,78,,1027,,24,10YR7/4,very pale brown,3,1,1,1,1,13,00,7.3,1,5.2,,,,,,,,,,,,
18358,AV,272025,MPC,23,,1062,,32,10YR5/8,yellowish brown,3,1,1,1,1,00,00,8.7,1,17,,,,,,,,,,,,
18358,BA,272025,LC,252,,1061,,15,10YR4/2,dark grayish brown,9,1,1,1,2,13,00,9.3,1,10.6,,,,,,,,,,,,
18358,AL,272025,PC,78,,1006,BG2,30,5YR6/6,light red,3,1,1,1,2,13,00,7.5,1,6.9,,,,,,,,,,,,
18358,O,272025,LC,78,,1075,BG2,20,10YR6/4,light yellowish brown,3,1,1,1,2,13,00,5.3,1,6.7,,,,,,,,,,,,
18358,BK,272025,LC,22,,654,,22,10YR6/6,brownish yellow,3,2,1,1,2,13,00,6.5,1,13.5,,,,,,,,,,,,
18358,AY,272025,PC,78,,602,,20,10YR6/4,light yellowish brown,3,2,1,1,2,00,00,7.8,1,7.6,,,,,,,,,,,,
18358,AG,272025,LPC,78,,663,,30,10YR5/2,grayish brown,3,2,2,1,2,00,00,8.8,1,19.1,,,,,,,,,,,,
18358,AS,272025,LC,78,,1029,,20,5YR7/6,light red,9,0,1,1,2,13,00,7.7,1,15.4,,,,,,,,,,,,
18358,AK,272025,LC,78,,1027,,18,10YR5/2,grayish brown,9,2,1,1,2,13,00,5.3,1,5.2,,,,,,,,,,,,
18358,BF,272025,LC,78,,663,,16,10YR7/4,very pale brown,9,1,1,1,2,13,00,9.7,1,4.8,,,,,,,,,,,,
18358,AM,272025,LC,78,,1027,,16,10YR7/4,very pale brown,3,1,1,1,1,12,00,4.8,1,3.7,,,,,,,,,,,,
18358,AH,272025,LC,78,,1027,,15,7.5YR6/6,reddish yellow,9,1,1,1,2,13,00,6.1,1,6.8,,,,,,,,,,,,
18358,AF,272025,,78,,663,,22,10YR6/6,brownish yellow,3,1,1,1,2,13,00,9.7,1,10.9,,,,,,,,,,,,
18358,P,272025,LC,23,,813,,38,10YR5/4,yellowish brown,2,2,1,1,2,13,00,7.8,1,38.9,,,,,,,,,,,,
18358,T,272025,LC,78,,1027,,14,7.5YR7/6,reddish yellow,3,0,1,1,1,13,00,7.2,1,9.4,,,,,,,,,,,,
18358,R,272025,LC,78,,1027,,20,10YR7/4,very pale brown,3,0,1,1,2,13,00,5.5,1,4.6,,,,,,,,,,,,
18358,W,272025,LC,22,,1071,,20,10YR6/3,pale brown,3,0,1,1,2,00,00,4.8,1,7.7,,,,,,,,,,,,
18358,AE,272025,,30,,309,,18,10YR6/6,brownish yellow,2,2,1,1,1,00,00,10.5,1,14.3,,,,,,,,,,,,
18358,X,272025,LC,30,,307,,10,7.5YR5/6,strong brown,3,1,1,1,2,13,00,5.4,1,22.5,,,,,,,,,,,,
18358,AO,272025,,40,,285,,28,10YR4/1,dark gray,3,2,2,1,2,00,00,6.1,1,7.7,,,,,,,,,,,,
18358,AB,272025,,30,,248,JG1,18,10YR5/4,yellowish brown,3,2,1,1,2,00,00,10.6,1,42.2,,,,,,,,,,,,
18358,BC,272025,LC,40,,305,,22,10YR6/3,pale brown,2,2,1,1,2,00,00,6.2,1,5.5,,,,,,,,,,,,
18358,AN,272025,,30,,333,,16,7.5YR5/6,strong brown,3,2,1,2,2,00,00,7.5,1,8,,,,,,,,,,,,
18358,AT,272025,,30,,276,,12,10YR5/4,yellowish brown,3,2,1,1,2,00,00,7.3,1,10.5,,,,,,,,,,,,
18358,AZ,272025,,30,,247,JG4,20,10YR6/6,brownish yellow,3,2,1,1,1,00,00,7.3,1,11.3,,,,,,,,,,,,
18358,AR,272025,,40,,303,,30,10YR6/4,light yellowish brown,3,2,1,1,2,12,00,6.6,1,23.8,,,,,,,,,,,,
18358,Z,272025,,30,,305,,20,10YR4/2,dark grayish brown,2,2,2,1,2,00,00,7.6,1,17.3,,,,,,,,,,,,
18358,BI,272025,LPC,30,,296,,15,10YR5/4,yellowish brown,3,2,1,1,2,00,00,7.1,1,7.1,,,,,,,,,,,,
18358,AQ,272025,LC,40,,286,,24,10YR6/2,light brownish gray,2,1,1,2,2,00,00,7.7,1,36.2,,,,,,,,,,,,
18358,AA,272025,LC,40,,250,JG3,22,10YR4/1,dark gray,2,2,1,2,2,00,00,8.2,1,42.6,,,,,,,,,,,,
18358,AC,272025,,40,,239,JG1,22,5YR5/6,red,2,2,1,1,1,13,00,7.4,1,51.1,,,,,,,,,,,,
18358,AD,272025,LC,30,,321,,15,7.5YR5/6,strong brown,3,2,2,1,2,00,00,7.7,1,22.4,,,,,,,,,,,,
18358,Y,272025,LC,30,,321,,20,10YR6/4,light yellowish brown,3,2,1,1,2,12,00,9.8,1,36.5,,,,,,,,,,,,
18358,AP,272025,LC,30,,284,,20,10YR5/4,yellowish brown,3,2,1,1,1,13,00,9,1,34.2,,,,,,,,,,,,
18358,AX,272025,LC,30,,282,,12,10YR5/4,yellowish brown,3,2,1,1,1,00,00,8.5,1,9.4,,,,,,,,,,,,
18358,AU,272025,LC,40,,323,,24,10YR5/3,brown,3,2,1,1,1,00,00,7,1,8.3,,,,,,,,,,,,
18358,BB,272025,LC,30,,296,,10,7.5YR6/6,reddish yellow,3,1,1,1,2,13,00,5.8,1,4.9,,,,,,,,,,,,
18358,S,272025,LC,30,,248,JG1,10,7.5YR4/1,dark gray,3,2,1,1,2,00,00,6.3,1,5.1,,,,,,,,,,,,
18358,BJ,272025,LC,02,,105,VG1,10,10YR7/3,very pale brown,3,2,1,1,2,00,00,5.2,1,3,,,,,,,,,,,,
18358,BG,272025,LC,34,,1202,,24,5YR5/6,red,2,2,1,2,2,00,00,7.8,1,10.4,,,,,,,,,,,,
18358,A,272025,PC,64,,N/A,,4,7.5YR5/4,brown,3,2,1,1,2,13,00,5.8,1,9.3,,,,,,,,,,,,
18359,J,272005,PC,73,,1404,,26,10YR7/4,very pale brown,9,2,1,1,2,00,00,6.0,1,35.6,,,,,,,,,,,,
18359,AR,272005,LC,54,,54,,14,7.5YR5/8,strong brown,3,0,1,1,2,00,00,9.0,1,32.4,,,,,,,,,,,,
18359,AP,272005,,52,,52,,26,7.5YR6/4,light brown,2,3,1,1,2,12,00,5.0,1,15.1,,,,,,,,,,,,
18359,AS,272005,MPC,55,,55,,N/A,10YR7/4,very pale brown,9,0,1,1,2,00,00,8.0,1,30.6,,,,,,,,,,,,
18359,AO,272005,,53,,53,,N/A,10YR6/2,light brownish gray,3,2,1,1,2,00,00,7.5,1,15.2,,,,,,,,,,,,
18359,L,272005,MPC,42,,239,JG1,24,10YR5/4,yellowish brown,2,3,1,1,2,00,00,10.0,1,19.3,,,,,,,,,,,,
18359,K,272005,PC,42,,267,JG4,44,2.5Y5/4,light olive brown,2,3,1,1,2,00,00,10.5,1,49.8,,,,,,,,,,,,
18359,O,272005,LC,42,,326,JG3,26,2.5Y5/3,light olive brown,2,3,1,1,2,00,00,7.75,2,73.8,,,,,,,,,,,,
18359,N,272005,,42,,306,JG3,72,10YR5/4,yellowish brown,2,3,1,1,0,00,00,9.5,1,8.7,,,,,,,,,,,,
18359,E,272005,,71,,1062,,44,10YR6/6,brownish yellow,3,2,1,1,2,12,00,9.5,1,41.1,,,,,,,,,,,,
18359,F,272005,LTC,72,,1332,,47,10YR6/4,light yellowish brown,3,2,1,1,2,00,00,8.25,1,17.4,,,,,,,,,,,,
18359,H,272005,LC,71,,816,,29,10YR6/6,brownish yellow,3,3,1,1,2,12,00,7.75,1,32.9,,,,,,,,,,,,
18359,I,272005,LC,71,,846,BG3,33,10YR5/4,yellowish brown,3,2,1,1,2,00,00,7.0,1,66.3,,,,,,,,,,,,
18359,G,272005,LC,71,,832,,34,10YR6/4,light yellowish brown,3,2,1,1,2,00,00,7.4,1,14.4,,,,,,,,,,,,
18359,AV,272005,LC,N/A,,N/A,,50,10YR5/4,yellowish brown,3,1,1,1,2,00,00,8.0,1,87.1,,,,,,,,,,,,
18359,AW,272005,LC,N/A,,N/A,,N/A,5YR5/6,red,9,0,1,1,2,00,00,N/A,1,2.8,,,,,,,,,,,,
18359,AQ,272005,,52,,52,,16,10YR7/4,very pale brown,9,2,1,1,2,13,00,6.75,1,15.2,,,,,,,,,,,,
18359,S,272005,LC,N/A,,N/A,,14,5YR5/6,red,9,3,1,1,2,22,13,4.5,26,116.8,,,,,,,,,,,,
18359,P,272005,EC,71,,615,,38,7.5YR6/6,reddish yellow,1,3,1,1,2,00,00,6.5,2,18.5,,,,,,,,,,,,
18359,M,272005,,71,,1062,,48,7.5YR6/6,reddish yellow,2,3,1,1,0,00,00,8.5,1,42.4,,,,,,,,,,,,
18359,AT,272005,TC,55,,N/A,,N/A,10YR6/4,light yellowish brown,9,2,1,1,2,00,00,7.0,1,10,,,,,,,,,,,,
18359,AU,272005,LC,55,,N/A,,N/A,10YR6/4,light yellowish brown,9,2,1,1,2,00,00,7.0,1,9.5,,,,,,,,,,,,
18359,A,272005,LC,71,,346,,38,10YR6/4,light yellowish brown,3,2,1,1,2,00,00,8.5,1,14.41,,,,,,,,,,,,
18359,D,272005,LC,41,,331,,32,2.5YR6/4,light reddish brown,3,1,1,1,2,12,00,7.25,1,11.4,,,,,,,,,,,,
18359,C,272005,PC,72,,1320,PG4,41,10YR6/6,brownish yellow,3,2,1,1,2,00,00,8.5,1,27.76,,,,,,,,,,,,
18359,B,272005,PC/LC,72,,1315,PG2,37,10YR6/6,brownish yellow,3,2,1,1,2,00,00,9.25,1,38.09,,,,,,,,,,,,
18360,-,272025,LC,71,,630,,,7.5YR4/4,brown,-,,-,-,-,-,Rim - large  slightly rounded lip which downturns slightly on outside leads to a flat downturned bryond vertical edge; body of vessel begins immediately below lip,-,1,,,,,Bowl,5YR6/4,Possible Trace of light reddish brown slip on inside,,,CTR-EXT1-01-1,1-01,1997,-
18361,-,272025,,30,,281,,,7.5YR4/3,brown,-,,-,-,-,-,"Rim - lip leading to slightly concave edge; may have small (light) piecrust edge, partly broken; unable to determine rim to body measurement",-,1,,,,,Jar,,None,,,CTR-EXT1-35_2,1-35,1997,-
18361,-,272025,MPrC/LPrC,72,,1315,PG2,,10YR5/2,grayish brown,-,,-,-,-,-,Rim - round top,-,1,,,,,Plate,5YR5/4,Faint traces of reddish brown slip on outside,,,CTR-EXT1-35-8,1-35,1997,-
18362,-,272025,LC,31,,219,,,7.5YR6/3,light brown,-,,-,-,-,-,Rim - flared leading to small round top; 2.880 cm rim to body measured on outside,-,1,,,,,Jar,,None,,,CTR-EXT1-10-1,1-10,1997,-
18362,-,272025,LC,72,,1312,,,10YR6/3,pale brown,-,,-,-,-,-,Rim - pointed,-,1,,,,,Plate,,None,,,CTR-EXT1-10-11,1-10,1997,-
18362,-,272025,MPrC/LPrC,30,,207,JG1,,10YR5/4,yellowish brown,-,,-,-,-,-,Rim - flared; round top; unable to determine rim to body measurement,-,1,,,,,Jar,,None,,,CTR-EXT1-10-2,1-10,1997,-
18362,-,272025,MPrC,78,,1037,,,7.5YR6/3,light brown,-,,-,-,-,-,Rim - flat with a flat surface - 0.884 cm wide - below rim on outside,-,1,,,,,Bowl / E,,None,,,CTR-EXT1-10-9,1-10,1997,-
18362,-,272025,MPrC/LC,71,,654,,,7.5YR7/4,pink,-,,-,-,-,-,Rim - flat top; thin vessel; line incised 1.154 cm below rim on outside,-,1,,,,,Bowl,2.5YR5/8,Red slip inside and outside,,,CTR-EXT1-10-6,1-10,1997,-
18363,-,272025,MPrC/LPrC/EC,71,,643,,,7.5YR5/4,brown,-,,-,-,-,-,"Rim - heavy lip, slightly concave on top with rounded edge; unable to determine rim to body measurement",-,1,,,,,Bowl,,None,,,CTR-EXT1-34-1,1-34,1997,-
18363,-,272025,EC,23,,803,BG1,,7.5YR6/3,light brown,-,,-,-,-,-,Rim - round top,-,1,,,,,Bowl / I,2.5YR4/4,Reddish brown slip on inside,,,CTR-EXT1-34-1,1-34,1997,-
18363,-,272025,PrC/LC,34,,1202,,,7.5YR4/4,brown,-,,-,-,-,-,Rim - round top; thin vessel,-,1,,,,,Tecomate,2.5YR4/6,Slight trace of red slip on inside,,,CTR-EXT1-34-1,1-34,1997,-
18364,N,272025,MPrC,72,,1308,PG2,23,10YR6/4,light yellowish brown,3,1,1,2,2,12,00,8.3,1,11,,,,,,,,,,,,
18364,F,272025,MPrC,72,,1308,PG2,15,7.5YR6/6,reddish yellow,3,1,1,2,2,13,00,7.4,1,7,,,,,,,,,,,,
18364,DV,272025,,72,,1342,,23,2.5Y6/1,gray,3,1,1,2,1,00,00,12.2,1,15,,,,,,,,,,,,
18364,BY,272025,LC,78,,631,,24,2.5Y5/4,light olive brown,3,1,1,1,2,00,00,10.0,1,14,,,,,,,,,,,,
18364,CG,272025,PC,72,,1333,,22,2.5Y4/1,dark gray,3,2,1,2,0,00,00,9.8,1,14,,,,,,,,,,,,
18364,EG,272025,,72,,1347,,24,10YR6/6,brownish yellow,2,1,1,1,2,00,00,7.3,1,6,,,,,,,,,,,,
18364,AQ,272025,,78,,675,,33,2.5Y5/3,light olive brown,3,2,1,2,2,13,00,12.7,1,17,,,,,,,,,,,,
18364,EP,272025,,23,,615,,32,10YR6/6,brownish yellow,3,1,2,1,1,00,00,7.3,7,67,,,,,,,,,,,,
18364,M,272025,PC,23,,808,BG1,34,2.5Y6/3,light yellowish brownish,3,2,1,2,2,12,00,7.9,1,47,,,,,,,,,,,,
18364,CZ,272025,,23,,808,BG1,34,10YR5/6,yellowish brown,3,2,1,2,1,00,00,8.7,1,15,,,,,,,,,,,,
18364,CL,272025,,23,,615,,38,2.5Y6/3,light yellowish brownish,3,1,1,1,1,12,00,8.6,1,8,,,,,,,,,,,,
18364,CI,272025,,23,,820,,36,2.5Y5/2,grayish brown,3,1,1,1,2,00,00,8.6,1,20,,,,,,,,,,,,
18364,CN,272025,,23,,809,BG1,38,2.5Y5/1,gray,3,0,1,2,2,12,00,7.7,1,16,,,,,,,,,,,,
18364,BS,272025,,23,,804,BG3,34,10YR6/3,pale brown,9,1,1,3,1,12,00,8.3,1,22,,,,,,,,,,,,
18364,BN,272025,LC,23,,638,,40,10YR6/3,pale brown,3,2,1,2,2,00,00,9.8,1,46,,,,,,,,,,,,
18364,K,272025,,23,,810,BG4,32,10YR7/2,light gray,3,0,1,2,2,12,00,10.3,1,14,,,,,,,,,,,,
18364,EO,272025,LC,23,,639,,26,10YR6/4,light yellowish brown,3,2,1,2,1,00,00,5.8,1,3,,,,,,,,,,,,
18364,AB,272025,LC,23,,1062,,28,2.5Y6/2,light brownish gray,9,0,1,2,2,13,00,7.6,1,14,,,,,,,,,,,,
18364,CM,272025,,40,,300,,30,7.5YR5/4,brown,3,1,1,1,2,00,00,10.9,1,41,,,,,,,,,,,,
18364,BG,272025,LC,40,,309,,26,7.5YR6/6,reddish yellow,3,1,1,1,1,00,00,12.3,1,78,,,,,,,,,,,,
18364,OR,272025,LC,30,,321,,18,7.5YR6/6,reddish yellow,2,2,1,2,2,00,00,10.8,1,51,,,,,,,,,,,,
18364,BP,272025,LC,30,,315,,20,10YR6/4,light yellowish brown,3,3,1,1,2,00,00,11,1,56,,,,,,,,,,,,
18364,BL,272025,LC,30,,252,JG2,19,7.5YR6/8,reddish yellow,3,2,2,2,2,00,00,9.8,1,57,,,,,,,,,,,,
18364,BQ,272025,PC,30,,307,,10,10YR4/1,dark gray,3,1,2,1,2,13,00,7.7,1,25,,,,,,,,,,,,
18364,DZ,272025,LC,91,,N/A,,N/A,10YR4/1,dark gray,3,1,2,2,2,00,00,9.3,1,12,,,,,,,,,,,,
18364,CF,272025,PC,78,,1044,,N/A,2.5Y5/3,light olive brown,3,2,1,1,1,00,00,5.9,1,21,,,,,,,,,,,,
18364,DA,272025,PC,78,,1044,,N/A,2.5Y5/3,light olive brown,3,2,1,1,1,00,00,6.0,1,12,,,,,,,,,,,,
18364,AW,272025,PC,99,,N/A,,N/A,10YR6/2,light brownish gray,3,1,1,2,2,00,00,4.4,1,12,,,,,,,,,,,,
18364,U,272025,,60,,N/A,,N/A,10YR6/6,brownish yellow,3,2,2,1,2,00,00,13.4,1,15,,,,,,,,,,,,
18364,DW,272025,PC,99,,N/A,,N/A,10YR6/6,brownish yellow,3,2,1,2,1,12,13,12.3,1,9,,,,,,,,,,,,
18364,AP,272025,LC,95,,N/A,,N/A,10YR6/6,brownish yellow,3,2,1,1,2,00,00,8.2,1,17,,,,,,,,,,,,
18364,EL,272025,EC,95,,N/A,,N/A,10YR6/2,light brownish gray,3,2,1,2,2,00,00,5.1,2,4,,,,,,,,,,,,
18364,BU,272025,LC,01,,105,VG1,19,7.5YR7/4,pink,9,0,1,1,2,12,00,5.3,1,7,,,,,,,,,,,,
18364,AG,272025,LC,72,,1308,PG2,N/A,2.5Y6/2,light brownish gray,3,1,1,2,2,00,00,8.4,1,19,,no rim?,,,,,,,,,,
18364,Q,272025,LC,72,,1315,PG2,33,7.5YR7/6,reddish yellow,9,2,1,2,2,14,0,6.0,1,22,,,,,,,,,,,,
18364,P,272025,LC,72,,1308,PG2,29,10YR6/3,pale brown,3,1,1,2,2,13,000,6.4,1,23,,,,,,,,,,,,
18364,G,272025,LC,72,,1305,,29,2.5Y6/1,gray,3,0,1,2,2,00,00,8.2,1,27,,,,,,,,,,,,
18364,A,272025,LC,72,,1308,PG2,36,2.5Y6/3,light yellowish brownish,3,1,1,2,2,13,00,5.8,1,26,,,,,,,,,,,,
18364,D,272025,,72,,1308,PG2,29,2.5Y6/2,light brownish gray,3,1,1,2,2,13,00,7.5,1,27,,,,,,,,,,,,
18364,DP,272025,LPC,40,,245,,23,10YR4/6,dark yellowish brown,3,1,1,2,2,00,00,8.6,1,16,,,,,,,,,,,,
18364,L,272025,LC,72,,1308,PG2,34,10YR7/4,very pale brown,3,0,1,2,2,13,00,10.1,1,14,,,,,,,,,,,,
18364,S,272025,LX,72,,1374,,20,2.5Y4/2,dark grayish brown,3,2,1,2,2,19,00,6.5,1,12,,,,,,,,,,,,
18364,B,272025,,72,,1375,,15,10YR5/4,yellowish brown,3,1,1,2,2,13,00,9.5,1,13,,,,,,,,,,,,
18364,ED,272025,,72,,339,,23,2.5Y4/2,dark grayish brown,3,2,1,3,2,00,00,7.7,1,10,,,,,,,,,,,,
18364,DK,272025,,72,,1308,PG2,17,2.5Y5/2,grayish brown,3,2,1,2,2,13,00,9.1,1,9,,,,,,,,,,,,
18364,CO,272025,LPC,72,,1376,,35,2.5Y5/3,light olive brown,3,2,1,2,2,00,00,11.0,1,19,,,,,,,,,,,,
18364,BO,272025,,72,,1317,,31,7.5YR5/6,strong brown,9,2,1,1,2,13,00,12.0,1,51,,,,,,,,,,,,
18364,I,272025,LC,72,,1310,PG2,28,2.5Y7/2,light gray,3,1,1,2,2,00,00,9.1,1,8,,,,,,,,,,,,
18364,DY,272025,,40,,246,JG3,23,10YR4/1,dark gray,3,1,1,1,1,00,00,7.1,1,15,,,,,,,,,,,,
18364,BH,272025,,30,,250,JG3,18,10YR2/1,black,3,1,1,2,2,00,00,12.6,1,115,,,,,,,,,,,,
18364,CX,272025,LC,40,,305,,23,10YR5/3,brown,3,1,1,2,2,00,00,9.5,1,16,,,,,,,,,,,,
18364,DE,272025,PC,30,,336,,20,10YR6/3,pale brown,3,1,1,3,2,00,00,8.4,1,15,,,,,,,,,,,,
18364,DI,272025,LC,30,,207,JG1,14,7.5YR5/4,brown,3,2,2,1,2,00,00,9.9,1,17,,,,,,,,,,,,
18364,EB,272025,,40,,308,,26,7.5YR5/6,strong brown,3,2,2,1,2,00,00,8.6,1,18,,,,,,,,,,,,
18364,AK,272025,LC,30,,309,,17,10YR5/8,yellowish brown,3,1,1,1,2,00,00,7.5,1,27,,,,,,,,,,,,
18364,DC,272025,PC,30,,382,,19,7.5YR5/2,brown,3,3,2,2,2,00,00,10.3,1,16,,,,,,,,,,,,
18364,CR,272025,,30,,319,,18,10YR4/2,dark grayish brown,3,1,1,1,1,00,00,7.5,1,12,,,,,,,,,,,,
18364,DN,272025,,30,,300,,17,10YR5/4,yellowish brown,3,1,1,2,1,00,00,10.2,1,23,,,,,,,,,,,,
18364,EE,272025,,30,,214,,15,5YR6/6,light red,3,2,2,2,1,00,00,7.1,1,6,,,,,,,,,,,,
18364,BV,272025,,30,,235,JG1,20,7.5YR6/6,reddish yellow,3,1,1,2,1,00,00,7.8,1,11,,,,,,,,,,,,
18364,EH,272025,,30,,244,,14,10YR3/1,very dark grey,3,1,1,2,2,00,00,6.8,1,8,,,,,,,,,,,,
18364,CP,272025,,40,,216,,25,10YR3/1,very dark grey,3,3,2,1,1,00,00,8.3,1,12,,,,,,,,,,,,
18364,DQ,272025,,40,,229,,28,10YR5/6,yellowish brown,3,2,2,1,1,00,00,8.9,1,11,,,,,,,,,,,,
18364,DH,272025,LC,30,,303,,19,7.5YR6/6,reddish yellow,3,1,1,1,1,12,00,7.3,1,9,,,,,,,,,,,,
18364,EI,272025,,30,,330,,11,7.5YR5/4,brown,3,1,1,1,2,00,00,5.9,1,5,,,,,,,,,,,,
18364,DG,272025,,30,,271,,16,7.5YR5/6,strong brown,3,1,1,2,1,00,00,9.9,1,8,,,,,,,,,,,,
18364,DO,272025,LC,30,,207,JG1,15,7.5YR5/6,strong brown,3,2,1,1,1,00,00,7.3,1,10,,,,,,,,,,,,
18364,EM,272025,LC,40,,323,,30,10YR5/3,brown,9,1,1,2,1,00,00,6.9,1,5,,,,,,,,,,,,
18364,EK,272025,LC,30,,312,,19,10YR3/1,very dark grey,3,2,1,2,2,00,00,10.2,,8,,1,,,,,,,,,,
18364,EJ,272025,PC,40,,286,,26,7.5YR5/6,strong brown,9,1,1,2,2,00,00,9.9,1,5,,,,,,,,,,,,
18364,BK,272025,LC,40,,246,JG3,32,10YR3/1,very dark grey,3,1,1,1,0,00,00,11.4,1,147,,,,,,,,,,,,
18364,BF,272025,LC,30,,321,,19,7.5YR6/8,reddish yellow,9,1,2,1,2,00,00,10.1,1,97,,,,,,,,,,,,
18364,BJ,272025,LPC,40,,250,JG3,38,10YR5/2,grayish brown,3,1,1,1,2,00,00,11.1,1,103,,,,,,,,,,,,
18364,CA,272025,,40,,252,JG2,24,7.5YR6/6,reddish yellow,3,1,1,2,2,00,00,8.6,1,111,,,,,,,,,,,,
18364,CU,272025,,30,,236,JG1,20,7.5YR5/8,strong brown,3,1,1,2,1,00,00,9.8,1,54,,,,,,,,,,,,
18364,CC,272025,LC,30,,307,,10,10YR4/1,dark gray,3,2,2,1,2,13,00,6.8,1,26,,,,,,,,,,,,
18364,DD,272025,LC,40,,275,,26,7.5YR5/6,strong brown,3,1,1,1,2,00,00,8.1,1,23,,,,,,,,,,,,
18364,BE,272025,LC,40,,250,JG3,35,10YR4/1,dark gray,3,1,1,1,2,00,00,10.4,1,67,,,,,,,,,,,,
18364,BI,272025,LC,40,,286,,33,7.5YR5/6,strong brown,9,1,1,2,2,00,00,7.9,1,29,,,,,,,,,,,,
18364,BM,272025,LC,40,,253,JG4,28,10YR5/4,yellowish brown,3,1,2,2,2,00,00,7.5,1,25,,,,,,,,,,,,
18364,BT,272025,LC,40,,339,,26,7.5YR5/8,strong brown,3,1,1,2,2,00,00,11.5,1,49,,,,,,,,,,,,
18364,H,272025,LC,40,,207,JG1,30,10YR7/6,yellow,3,1,2,1,2,00,00,8.9,1,23,,,,,,,,,,,,
18364,CE,272025,LC,40,,300,,28,7.5YR4/6,strong brown,3,1,2,2,2,00,00,7.5,1,24,,,,,,,,,,,,
18364,CY,272025,PC,30,,270,JG1,10,10YR6/3,pale brown,3,1,1,1,2,12,00,9.7,1,39,,,,,,,,,,,,
18364,CQ,272025,PC,30,,221,,18,10YR5/6,yellowish brown,3,1,1,1,2,00,00,6.3,1,12,,,,,,,,,,,,
18364,CD,272025,,72,,364,,24,10YR6/6,brownish yellow,3,1,1,1,2,00,00,9.2,1,32,,,,,,,,,,,,
18364,DT,272025,,30,,321,,20,10YR5/2,grayish brown,3,3,0,0,2,00,00,9.3,1,24,,,,,,,,,,,,
18364,BW,272025,,30,,239,JG1,18,7.5YR5/6,strong brown,3,1,1,2,2,N/A,N/A,8.8,1,32,,,,,,,,,,,,
18364,CT,272025,,40,,216,,32,10YR6/2,light brownish gray,3,1,1,1,2,00,00,7.6,1,16,,,,,,,,,,,,
18364,CK,272025,LC,30,,216,,12,7.5YR7/6,reddish yellow,3,2,1,2,2,00,00,7.2,1,16,,,,,,,,,,,,
18364,DS,272025,LC,30,,281,,24,2.5YR4/8,red,2,1,1,2,2,00,00,7.3,1,19,,,,,,,,,,,,
18364,CW,272025,LC,30,,223,,18,10YR6/6,brownish yellow,3,2,1,1,2,00,00,8.5,1,28,,,,,,,,,,,,
18364,CH,272025,PC,30,,234,JG1,20,7.5YR6/8,reddish yellow,3,2,1,2,2,00,00,9.7,1,13,,,,,,,,,,,,
18364,DJ,272025,LC,30,,245,,20,10YR5/6,yellowish brown,3,2,1,1,2,00,00,11.8,1,31,,,,,,,,,,,,
18364,AA,272025,LC,51,,N/A,,N/A,GLEY14/N,dark gray,3,0,1,2,2,00,00,6.8,1,18,,,,,,,,,,,,
18364,AH,272025,PC,51,,N/A,,N/A,2.5Y6/3,light yellowish brownish,3,1,1,3,2,00,00,4.4,1,11,,,,,,,,,,,,
18364,AJ,272025,PC,51,,N/A,,N/A,10YR7/6,yellow,3,2,1,2,2,00,00,7.9,1,15,,,,,,,,,,,,
18364,AC,272025,LC,51,,N/A,,N/A,2.5Y5/2,grayish brown,3,0,1,3,2,00,00,7.21,1,10,,,,,,,,,,,,
